id_transaksi,id_pelanggan,kategori,channel,kuantitas,harga_satuan,diskon,total_nilai,berat_kg,segmen
8b61f9eb,usr-0025,olahraga,atm,5,834730.94,0.239,3177545.53,2.18,tinggi
1bc756af,usr-0067,makanan,mobile,15,137399.41,0.147,1757050.49,2.52,tinggi
5e10b184,usr-0071,makanan,atm,15,66332.65,0.135,860553.87,2.65,menengah
622ec287,usr-0095,otomotif,mobile,5,696047.95,0.087,3179097.63,2.29,tinggi
c532403c,usr-0079,otomotif,atm,10,1013325.46,0.215,7957128.0,5.72,tinggi
c7217d6d,usr-0156,kesehatan,teller,10,132915.48,0.242,1008084.73,1.37,tinggi
99815cc6,usr-0078,makanan,teller,9,104595.29,0.008,933448.89,2.2,menengah
f5fea77d,usr-0133,fashion,mobile,9,282080.9,0.153,2151375.37,8.72,tinggi
d531040f,usr-0151,kesehatan,teller,20,412501.5,0.292,5843323.09,6.47,tinggi
930c8104,usr-0044,otomotif,atm,17,1148725.17,0.26,14458332.46,4.9,tinggi
37356827,usr-0017,otomotif,teller,6,1367996.85,0.114,7272585.53,6.72,tinggi
7e62009b,usr-0187,makanan,web,10,50803.66,0.045,485161.44,6.13,menengah
3b7d8082,usr-0004,elektronik,web,12,873487.81,0.171,8691318.3,6.42,tinggi
b676b181,usr-0085,olahraga,web,7,422670.25,0.01,2929542.24,6.3,tinggi
efd000e0,usr-0021,otomotif,mobile,9,1506568.96,0.16,11383882.97,7.44,tinggi
75c75660,usr-0047,elektronik,teller,19,903685.99,0.073,15909621.66,7.99,tinggi
3b5cf699,usr-0156,olahraga,web,8,667228.09,0.137,4607504.51,0.5,tinggi
b12f8f71,usr-0034,makanan,atm,3,117888.81,0.22,275859.39,9.18,menengah
8d10e073,usr-0123,otomotif,atm,2,815464.09,0.073,1511573.31,7.64,tinggi
6464db1c,usr-0019,kesehatan,mobile,18,405615.27,0.015,7189186.98,7.92,tinggi
da8e404b,usr-0151,fashion,teller,4,320949.04,0.143,1100456.26,1.09,tinggi
e1a6216f,usr-0029,fashion,teller,10,384664.63,0.175,3175352.46,8.63,tinggi
baf9304a,usr-0001,olahraga,teller,7,591703.16,0.19,3352969.74,7.58,tinggi
018d9489,usr-0124,makanan,teller,20,58842.9,0.189,954033.53,3.35,menengah
86db235b,usr-0174,otomotif,atm,10,928399.81,0.16,7801742.73,3.48,tinggi
908ce1fa,usr-0002,otomotif,atm,15,622940.12,0.227,7223143.26,1.9,tinggi
f8cb9ba6,usr-0078,makanan,teller,16,45391.36,0.02,711977.74,4.38,menengah
a6a05543,usr-0200,elektronik,teller,11,1047353.72,0.162,9659379.59,1.91,tinggi
0da8c426,usr-0121,elektronik,web,7,634000.42,0.092,4031414.68,7.69,tinggi
1cd8f2c6,usr-0050,elektronik,atm,20,512864.91,0.202,8189773.85,3.31,tinggi
b7c3e93a,usr-0122,kesehatan,web,6,303796.21,0.047,1736851.92,9.57,tinggi
958c68e0,usr-0078,olahraga,teller,9,321542.7,0.079,2665682.35,9.35,tinggi
ef0d7d2e,usr-0116,makanan,web,10,66715.27,0.106,596314.38,7.48,menengah
c8db8ab5,usr-0104,makanan,teller,19,74192.78,0.125,1233261.64,7.65,tinggi
b618f5ae,usr-0071,elektronik,teller,12,1057240.89,0.042,12154306.64,4.62,tinggi
50457323,usr-0007,elektronik,web,7,1077568.28,0.077,6963837.19,8.34,tinggi
4589001a,usr-0056,makanan,teller,13,65710.64,0.168,710733.41,2.07,menengah
5011e7fa,usr-0123,otomotif,teller,9,613669.15,0.073,5120165.69,3.32,tinggi
82e70461,usr-0181,olahraga,teller,2,735920.96,0.117,1299608.59,9.6,tinggi
ab88a140,usr-0015,kesehatan,web,9,445098.45,0.176,3301513.84,0.69,tinggi
30b021d5,usr-0121,olahraga,atm,9,553421.78,0.131,4326133.61,2.91,tinggi
122268bc,usr-0039,fashion,mobile,11,588589.38,0.22,5051814.51,8.26,tinggi
d55de4ca,usr-0147,otomotif,atm,19,799988.61,0.026,14798485.87,2.53,tinggi
a0dd9074,usr-0198,otomotif,atm,18,1462054.96,0.087,24016205.02,0.32,tinggi
d8fd9811,usr-0048,elektronik,atm,12,1381379.37,0.134,14359403.54,8.86,tinggi
8373b64d,usr-0181,makanan,teller,8,82600.46,0.1,594787.0,6.81,menengah
b6cd15e9,usr-0106,makanan,atm,20,118456.29,0.007,2352680.43,1.28,tinggi
e5c1b843,usr-0132,kesehatan,teller,16,374286.37,0.25,4494416.81,0.7,tinggi
49b7ae44,usr-0084,makanan,mobile,19,79650.86,0.01,1498799.96,5.09,tinggi
89520a5c,usr-0145,otomotif,teller,10,1549630.94,0.19,12547173.38,7.37,tinggi
e698b696,usr-0147,elektronik,mobile,18,447779.9,0.154,6818388.4,8.53,tinggi
88dcb268,usr-0116,kesehatan,web,3,362668.23,0.129,947343.08,2.84,menengah
cd07ac1b,usr-0136,olahraga,web,11,204769.34,0.194,1814692.19,3.46,tinggi
99694b55,usr-0100,olahraga,teller,1,451099.55,0.088,411337.77,6.27,menengah
fa6a145d,usr-0150,elektronik,mobile,8,652980.39,0.045,4987994.53,8.57,tinggi
47038945,usr-0148,olahraga,atm,18,493314.99,0.2,7107105.15,7.72,tinggi
7c126fe7,usr-0007,makanan,web,7,121624.0,0.062,798716.64,1.9,menengah
4e01104f,usr-0081,otomotif,mobile,5,1480152.5,0.286,5281197.61,3.34,tinggi
2e0c0ef3,usr-0056,fashion,web,7,251464.75,0.127,1536199.28,2.78,tinggi
ad5d03e1,usr-0097,makanan,mobile,5,134704.7,0.283,482703.52,1.32,menengah
c8c84591,usr-0053,elektronik,teller,7,725520.71,0.134,4397884.5,4.05,tinggi
e3a64316,usr-0133,kesehatan,mobile,3,438466.42,0.152,1115444.1,5.83,tinggi
11546368,usr-0192,elektronik,web,7,400447.91,0.147,2391824.21,6.09,tinggi
8fc0c464,usr-0123,makanan,teller,7,51290.93,0.027,349257.35,5.12,menengah
d230d009,usr-0026,makanan,mobile,15,27018.18,0.114,359068.1,4.26,menengah
e67039d3,usr-0077,makanan,atm,10,129566.83,0.13,1126914.41,8.49,tinggi
7dfdf960,usr-0187,fashion,mobile,13,537970.91,0.005,6960367.07,9.65,tinggi
1af72437,usr-0033,olahraga,atm,2,255551.86,0.075,472924.57,5.69,menengah
a805bc8f,usr-0054,otomotif,web,5,1790140.42,0.229,6903798.69,0.71,tinggi
6531e9b0,usr-0045,olahraga,atm,12,613166.27,0.247,5540752.85,4.25,tinggi
1bd0bf15,usr-0008,otomotif,web,6,1130136.02,0.277,4899232.23,7.89,tinggi
c8f8ab45,usr-0160,kesehatan,web,10,226370.36,0.112,2010270.14,8.43,tinggi
6ef78610,usr-0037,makanan,mobile,1,66447.76,0.267,48729.72,0.44,rendah
f1c16323,usr-0041,kesehatan,mobile,18,216388.79,0.18,3195642.54,5.3,tinggi
449a33a9,usr-0029,elektronik,mobile,12,1371485.87,0.028,16002982.57,9.88,tinggi
28dde5af,usr-0155,kesehatan,teller,14,396052.66,0.161,4651933.85,1.43,tinggi
ee75039d,usr-0083,olahraga,mobile,10,507182.6,0.27,3703119.23,2.64,tinggi
b94ab3f8,usr-0147,olahraga,atm,20,651323.96,0.029,12649760.16,4.98,tinggi
e2f85f38,usr-0169,fashion,web,8,357367.02,0.242,2168119.25,1.51,tinggi
cb1df0d4,usr-0065,elektronik,mobile,13,602874.72,0.185,6391342.16,2.57,tinggi
8b51846f,usr-0133,fashion,atm,11,455230.23,0.139,4313264.48,5.95,tinggi
7b1c3272,usr-0189,otomotif,atm,5,1055888.03,0.112,4685866.3,1.54,tinggi
2b657cd4,usr-0163,elektronik,teller,2,1242743.57,0.294,1755103.91,0.24,tinggi
5f6b30dc,usr-0089,elektronik,web,6,745954.49,0.004,4460000.37,4.86,tinggi
e0da5f27,usr-0113,fashion,teller,15,596349.39,0.136,7729063.11,2.7,tinggi
f0016c19,usr-0066,elektronik,atm,17,1404857.04,0.101,21466217.78,8.94,tinggi
13790789,usr-0196,makanan,teller,18,82039.5,0.029,1433958.72,8.58,tinggi
797f379b,usr-0140,otomotif,atm,3,1963908.54,0.128,5137853.66,0.35,tinggi
0288bde8,usr-0183,fashion,mobile,8,587543.94,0.249,3529854.08,1.29,tinggi
a23054cd,usr-0022,makanan,web,12,63378.8,0.131,661028.8,9.84,menengah
b9308d92,usr-0037,otomotif,web,13,2040053.24,0.266,19474481.52,5.16,tinggi
0f68cc73,usr-0200,olahraga,web,1,299007.84,0.223,232215.85,5.3,menengah
e2f92f67,usr-0136,fashion,mobile,18,281328.08,0.069,4713852.45,9.48,tinggi
703a71a3,usr-0159,fashion,atm,6,150069.04,0.05,855672.05,6.38,menengah
f87950d9,usr-0072,fashion,web,18,571095.99,0.183,8399569.09,8.6,tinggi
c503acd7,usr-0122,elektronik,teller,10,737215.5,0.157,6218231.61,4.27,tinggi
8d4e8b18,usr-0182,kesehatan,atm,5,345580.37,0.09,1572394.19,0.84,tinggi
7d9748f4,usr-0016,otomotif,atm,7,2246104.3,0.184,12830766.94,9.6,tinggi
78b547ae,usr-0063,kesehatan,web,5,255349.55,0.048,1215366.95,9.72,tinggi
cb7cdd06,usr-0019,kesehatan,web,14,221624.87,0.058,2922753.5,8.36,tinggi
a30fefa6,usr-0173,fashion,atm,5,546319.25,0.037,2630414.03,7.42,tinggi
ce5f0791,usr-0164,fashion,web,15,171204.22,0.083,2355835.72,3.34,tinggi
54c656bf,usr-0170,elektronik,atm,17,378265.26,0.189,5217948.68,4.76,tinggi
d6b195af,usr-0194,kesehatan,atm,4,277972.31,0.183,908401.59,1.62,menengah
c4da5063,usr-0066,olahraga,atm,9,862115.93,0.012,7663673.19,8.4,tinggi
e8606aa5,usr-0125,elektronik,teller,14,981223.22,0.263,10126009.94,6.95,tinggi
0e321200,usr-0154,makanan,web,17,37881.27,0.299,451249.76,6.07,menengah
cd8f9a2e,usr-0164,makanan,web,16,129588.64,0.289,1474255.67,4.27,tinggi
3aab0b79,usr-0171,elektronik,atm,9,1380914.2,0.192,10041018.42,3.36,tinggi
bda5384c,usr-0150,makanan,atm,3,26615.76,0.214,62765.67,4.91,rendah
fe2ee2f6,usr-0182,kesehatan,web,19,237662.64,0.08,4155579.05,9.97,tinggi
14075470,usr-0155,kesehatan,teller,20,269612.54,0.278,3895508.03,3.89,tinggi
fb866ce8,usr-0149,elektronik,mobile,19,368641.96,0.29,4972847.75,2.46,tinggi
0f2deac4,usr-0113,olahraga,teller,13,688716.75,0.012,8846240.76,6.51,tinggi
34e24630,usr-0172,kesehatan,mobile,13,379935.25,0.188,4008445.49,7.8,tinggi
2f4700fc,usr-0075,elektronik,web,19,475922.11,0.189,7332069.73,3.36,tinggi
229e7f7d,usr-0089,kesehatan,mobile,15,393536.28,0.076,5454092.51,8.2,tinggi
ed4e9cee,usr-0163,makanan,web,9,80750.87,0.014,716336.35,4.64,menengah
616fdaa5,usr-0190,makanan,web,7,94809.72,0.259,491748.24,6.52,menengah
15d7c34c,usr-0158,kesehatan,atm,6,391769.94,0.257,1746524.72,3.4,tinggi
8eb85590,usr-0164,otomotif,web,11,2057366.22,0.03,21943283.91,7.25,tinggi
7fbaf339,usr-0068,kesehatan,atm,20,261447.26,0.056,4936868.64,3.89,tinggi
20434ae0,usr-0041,olahraga,teller,12,402750.94,0.131,4198288.34,3.68,tinggi
e4a4a09a,usr-0180,fashion,atm,1,155740.3,0.175,128555.2,9.1,menengah
99e27fc2,usr-0051,olahraga,atm,18,553690.77,0.119,8776527.66,6.99,tinggi
7eef75bd,usr-0038,elektronik,mobile,20,1393371.63,0.199,22323010.28,8.54,tinggi
6ff6b1cb,usr-0189,olahraga,atm,18,415349.74,0.04,7177918.7,3.91,tinggi
02d9a48d,usr-0141,makanan,mobile,11,149929.86,0.133,1430275.56,0.5,tinggi
97199fc4,usr-0063,fashion,atm,1,347246.46,0.25,260443.74,9.83,menengah
37f81476,usr-0157,fashion,teller,7,172688.35,0.089,1101187.74,9.65,tinggi
d4047156,usr-0048,kesehatan,teller,14,283620.88,0.3,2781423.2,2.0,tinggi
62ff570e,usr-0181,otomotif,teller,19,2177208.28,0.294,29215855.23,7.49,tinggi
c8ca5749,usr-0082,makanan,atm,14,71278.56,0.27,728451.09,9.38,menengah
bdd02203,usr-0180,otomotif,atm,3,2316182.19,0.04,6668187.71,8.61,tinggi
81cb3da9,usr-0122,fashion,web,4,590505.51,0.235,1806319.56,5.12,tinggi
2009ed19,usr-0184,otomotif,atm,4,2014507.14,0.181,6597692.37,7.23,tinggi
0905881e,usr-0113,olahraga,web,15,351850.08,0.251,3953119.95,4.66,tinggi
51966c76,usr-0144,kesehatan,teller,3,432436.5,0.051,1230624.75,5.64,tinggi
576695fd,usr-0091,olahraga,mobile,12,507469.84,0.212,4799288.16,0.73,tinggi
c6e3e342,usr-0154,elektronik,atm,19,565015.09,0.269,7847938.17,0.37,tinggi
acf7aca2,usr-0138,kesehatan,teller,5,444827.47,0.065,2080544.29,4.58,tinggi
95179fd6,usr-0105,olahraga,atm,11,324423.26,0.24,2713873.93,5.13,tinggi
ba9c40f9,usr-0151,fashion,atm,1,585444.26,0.016,576140.8,7.57,menengah
57a27d67,usr-0050,elektronik,mobile,20,329535.92,0.124,5772721.74,1.7,tinggi
8c805720,usr-0085,fashion,web,6,114743.78,0.279,496624.02,7.31,menengah
c9173768,usr-0105,elektronik,mobile,13,967503.61,0.285,8996606.55,3.94,tinggi
6ccbb5ee,usr-0046,kesehatan,teller,5,392724.58,0.055,1855826.13,3.18,tinggi
4f6857bf,usr-0059,olahraga,teller,9,524761.37,0.055,4461348.38,4.07,tinggi
e27a73b6,usr-0156,makanan,mobile,11,81465.94,0.028,870847.07,2.65,menengah
092071e2,usr-0004,elektronik,mobile,12,369362.9,0.001,4430055.91,9.85,tinggi
927d8c94,usr-0096,elektronik,atm,13,632829.86,0.24,6252264.79,5.72,tinggi
76acd676,usr-0089,elektronik,web,7,1045602.2,0.149,6225282.48,5.4,tinggi
8d8e6aff,usr-0198,elektronik,web,20,717710.38,0.053,13592307.97,4.46,tinggi
62a07f59,usr-0031,fashion,web,15,115170.83,0.012,1707467.0,5.42,tinggi
cb55c572,usr-0026,makanan,atm,4,68631.75,0.054,259668.23,5.23,menengah
359b4063,usr-0117,kesehatan,web,20,133219.73,0.184,2174259.32,3.44,tinggi
62706e82,usr-0064,olahraga,teller,15,858008.33,0.201,10288229.51,0.75,tinggi
105f6c98,usr-0011,makanan,web,8,145048.38,0.147,989542.76,7.96,menengah
3386d28e,usr-0152,makanan,mobile,16,126363.42,0.273,1470060.64,7.11,tinggi
435555b9,usr-0134,elektronik,mobile,11,1389833.78,0.169,12706014.58,7.05,tinggi
bd2ce6a0,usr-0161,kesehatan,web,10,195118.66,0.134,1689002.96,2.06,tinggi
fb4925c5,usr-0083,kesehatan,teller,14,216400.11,0.147,2583827.12,4.96,tinggi
b9408793,usr-0074,otomotif,teller,20,1177617.31,0.149,20036348.75,7.88,tinggi
f6220c1d,usr-0151,olahraga,mobile,17,773442.9,0.056,12406641.04,0.98,tinggi
62bc1ed1,usr-0078,olahraga,web,11,704442.79,0.16,6506822.49,0.57,tinggi
a135b19d,usr-0112,kesehatan,web,12,436570.17,0.016,5156432.0,8.27,tinggi
6ae2f739,usr-0026,olahraga,web,17,428117.94,0.21,5751407.57,9.12,tinggi
da53a258,usr-0053,kesehatan,web,8,342153.97,0.022,2677316.35,2.12,tinggi
7f6d9631,usr-0075,otomotif,mobile,2,2244172.68,0.062,4210925.43,6.92,tinggi
7a7e74de,usr-0096,elektronik,web,11,1480502.46,0.296,11462964.77,8.28,tinggi
46b9b9e7,usr-0109,kesehatan,mobile,5,128126.03,0.074,593318.38,6.72,menengah
cf58edc8,usr-0105,olahraga,atm,7,855204.59,0.196,4813086.02,9.15,tinggi
84cdf907,usr-0049,olahraga,mobile,14,767666.19,0.113,9531379.2,8.44,tinggi
014ad336,usr-0197,kesehatan,atm,20,78911.14,0.208,1250336.06,0.51,tinggi
6379feaa,usr-0126,kesehatan,web,8,101446.63,0.034,783724.65,1.67,menengah
1421bff7,usr-0175,elektronik,web,18,659223.21,0.283,8507330.27,2.64,tinggi
44b0526c,usr-0028,olahraga,teller,10,552195.06,0.085,5050312.84,5.74,tinggi
63184789,usr-0033,elektronik,teller,7,1437761.34,0.166,8389373.42,5.03,tinggi
7455ce97,usr-0100,otomotif,mobile,16,1357639.58,0.033,20996233.01,0.48,tinggi
1d4eebe3,usr-0037,fashion,mobile,3,220875.92,0.185,540309.17,4.44,menengah
48501b02,usr-0082,kesehatan,mobile,17,362546.32,0.057,5813885.54,2.18,tinggi
d4967949,usr-0090,elektronik,mobile,5,676684.37,0.285,2418725.98,9.23,tinggi
a8f4d62a,usr-0017,kesehatan,web,2,221741.95,0.046,423115.01,2.99,menengah
fae1ff3a,usr-0113,fashion,web,7,267944.31,0.216,1469813.82,0.35,tinggi
8418c4d5,usr-0082,elektronik,web,20,910695.75,0.167,15171172.37,1.52,tinggi
93fa35e3,usr-0044,elektronik,mobile,3,762405.21,0.16,1920615.84,6.22,tinggi
e3e73d0c,usr-0002,olahraga,atm,12,178822.52,0.27,1565506.97,6.87,tinggi
1c305fb8,usr-0058,kesehatan,mobile,19,96906.58,0.116,1627167.52,5.71,tinggi
f650df34,usr-0122,olahraga,mobile,19,559186.9,0.006,10561462.44,8.26,tinggi
a7bea08c,usr-0061,otomotif,teller,10,1771219.97,0.116,15657050.69,9.11,tinggi
553f270e,usr-0123,olahraga,teller,20,337531.74,0.294,4765682.6,6.4,tinggi
6506995d,usr-0188,fashion,teller,18,539722.16,0.067,9062617.68,2.94,tinggi
2e54034e,usr-0077,fashion,teller,9,540968.75,0.11,4331098.09,0.31,tinggi
74b6c563,usr-0103,fashion,mobile,15,305185.73,0.264,3369518.17,8.53,tinggi
cd33d4bd,usr-0188,fashion,atm,7,570940.55,0.126,3491646.65,4.24,tinggi
62df1d8c,usr-0035,kesehatan,teller,13,248818.93,0.101,2906845.8,6.69,tinggi
66e0c7a7,usr-0187,olahraga,web,8,312719.48,0.057,2358431.46,2.03,tinggi
68b202fa,usr-0165,olahraga,atm,15,561154.14,0.229,6488123.27,4.14,tinggi
5767bf3b,usr-0077,makanan,web,13,42666.44,0.033,536584.38,6.56,menengah
b205e80d,usr-0169,otomotif,teller,2,798819.49,0.101,1435790.26,8.91,tinggi
4b6774ba,usr-0146,kesehatan,teller,6,428699.73,0.007,2553805.57,2.14,tinggi
81601dbd,usr-0165,olahraga,web,9,887724.42,0.204,6358147.3,7.72,tinggi
c6b2545c,usr-0034,kesehatan,web,5,229233.65,0.141,985046.87,8.69,menengah
8df986d0,usr-0010,kesehatan,atm,20,424882.58,0.184,6936654.53,7.38,tinggi
76b59dda,usr-0014,olahraga,mobile,3,214312.54,0.003,641265.6,8.64,menengah
fd3d4638,usr-0055,makanan,mobile,11,141445.33,0.107,1389403.63,7.46,tinggi
bf2f2560,usr-0115,makanan,mobile,12,102903.96,0.095,1117969.2,9.05,tinggi
d60b6ea1,usr-0039,kesehatan,atm,6,183652.89,0.03,1068364.15,5.66,tinggi
7e0496f7,usr-0142,fashion,teller,4,366152.59,0.185,1192944.67,1.67,tinggi
6bad1ec2,usr-0170,olahraga,teller,9,667472.78,0.271,4378715.34,9.76,tinggi
efbfbc14,usr-0098,fashion,teller,4,477836.76,0.041,1833594.15,3.87,tinggi
492cfc3f,usr-0113,kesehatan,web,1,294815.76,0.296,207452.44,3.69,menengah
e7c4071b,usr-0146,otomotif,web,15,2187976.09,0.291,23266204.33,9.47,tinggi
9aed700b,usr-0077,makanan,atm,3,135811.34,0.021,399013.58,1.44,menengah
c236e85d,usr-0051,olahraga,teller,5,233228.86,0.281,839030.73,9.61,menengah
fb283d5a,usr-0155,olahraga,atm,10,683556.14,0.285,4889965.56,0.92,tinggi
08d3f884,usr-0065,kesehatan,mobile,20,409142.89,0.125,7157368.93,1.77,tinggi
70645fab,usr-0043,fashion,atm,17,552139.94,0.007,9320361.67,3.25,tinggi
c0eb346a,usr-0070,elektronik,web,10,578891.74,0.299,4058921.54,3.44,tinggi
3d34ad0a,usr-0160,olahraga,teller,3,399689.15,0.009,1187781.65,8.73,tinggi
8583b4be,usr-0010,elektronik,mobile,10,725838.89,0.271,5288749.28,3.86,tinggi
f552d66d,usr-0109,olahraga,atm,13,401726.18,0.241,3964125.71,8.55,tinggi
9aa7147d,usr-0126,kesehatan,atm,5,428589.85,0.216,1680639.79,5.57,tinggi
477068ce,usr-0171,makanan,atm,3,139169.67,0.276,302429.82,0.94,menengah
b6ec4271,usr-0020,makanan,mobile,1,126344.39,0.242,95785.72,1.16,rendah
02e071f0,usr-0020,fashion,atm,3,177003.06,0.24,403334.87,7.81,menengah
1b33de93,usr-0161,elektronik,mobile,11,1337699.49,0.185,11988970.92,1.65,tinggi
73c5669e,usr-0191,kesehatan,atm,4,304711.94,0.017,1198310.28,1.47,tinggi
243cb692,usr-0176,elektronik,web,3,1147818.0,0.027,3348842.43,4.39,tinggi
941facd4,usr-0050,fashion,web,2,458489.59,0.116,810545.14,6.29,menengah
9d05027c,usr-0174,kesehatan,web,16,302046.68,0.056,4562985.61,2.95,tinggi
9b8d781b,usr-0051,otomotif,mobile,15,769855.69,0.002,11525963.62,1.84,tinggi
037563fa,usr-0195,makanan,web,18,96929.26,0.057,1645619.79,1.33,tinggi
e2e085c4,usr-0102,elektronik,web,6,1310770.38,0.227,6080250.6,2.35,tinggi
f6dfc05c,usr-0065,olahraga,atm,20,459211.49,0.192,7419218.36,2.26,tinggi
46cb5d41,usr-0073,makanan,web,17,25872.88,0.267,322328.63,6.87,menengah
d5bf1dde,usr-0159,fashion,mobile,2,131391.49,0.103,235646.17,7.36,menengah
069ae923,usr-0151,kesehatan,mobile,15,79499.6,0.223,926233.26,0.97,menengah
0d5575d4,usr-0191,makanan,mobile,19,57804.66,0.252,821610.42,4.56,menengah
4fd1e271,usr-0191,kesehatan,atm,16,187592.69,0.147,2561086.74,5.5,tinggi
e2fa60c3,usr-0119,fashion,web,19,185276.47,0.207,2790647.47,4.16,tinggi
b506ae52,usr-0189,makanan,teller,15,133585.29,0.139,1724617.29,1.61,tinggi
ef19312d,usr-0162,kesehatan,teller,1,402510.66,0.236,307325.1,3.88,menengah
96dcf7a1,usr-0045,fashion,teller,12,106975.08,0.237,978934.29,6.65,menengah
380c5315,usr-0087,fashion,web,7,147423.1,0.117,910822.32,1.58,menengah
28de9c2c,usr-0141,fashion,mobile,16,296115.95,0.091,4306442.01,9.56,tinggi
74732462,usr-0041,makanan,web,7,85816.85,0.217,470290.79,4.39,menengah
f78df709,usr-0123,kesehatan,mobile,12,435539.78,0.02,5121572.44,3.3,tinggi
c3f60357,usr-0107,otomotif,atm,5,870304.84,0.283,3120036.77,8.06,tinggi
79271931,usr-0159,kesehatan,mobile,10,311815.73,0.102,2801433.09,3.18,tinggi
dba48f79,usr-0177,kesehatan,mobile,20,123535.53,0.085,2261764.72,7.28,tinggi
58dccb8f,usr-0107,fashion,atm,19,585215.35,0.019,10908523.93,4.53,tinggi
b4c27c20,usr-0163,fashion,web,11,444140.89,0.273,3551580.51,9.04,tinggi
70f9d3fd,usr-0033,kesehatan,atm,18,202784.0,0.238,2780854.62,7.01,tinggi
636c1af9,usr-0145,makanan,web,19,101173.39,0.244,1453261.16,2.57,tinggi
ddd0db41,usr-0160,kesehatan,mobile,11,266610.17,0.029,2848617.0,7.53,tinggi
f6613940,usr-0187,makanan,mobile,17,86367.56,0.181,1202818.65,8.92,tinggi
ba921c8d,usr-0183,makanan,mobile,15,73697.06,0.058,1041389.73,7.72,tinggi
27644184,usr-0092,fashion,atm,2,336873.47,0.067,628605.89,0.13,menengah
c9e25566,usr-0081,otomotif,teller,18,692240.39,0.082,11440732.52,3.27,tinggi
0b93fdd2,usr-0188,otomotif,web,7,2315451.39,0.179,13302423.16,1.29,tinggi
d6bd9cf3,usr-0109,elektronik,web,17,1248560.62,0.085,19426945.41,7.93,tinggi
dd412bad,usr-0167,olahraga,mobile,10,345740.91,0.043,3307987.2,0.35,tinggi
89f188ba,usr-0115,olahraga,teller,3,426473.74,0.233,981649.91,9.93,menengah
65c9d461,usr-0071,olahraga,teller,18,267733.81,0.133,4177088.69,3.21,tinggi
30723e4a,usr-0033,kesehatan,atm,7,339861.27,0.136,2055480.88,1.71,tinggi
bb19f139,usr-0037,makanan,mobile,4,31552.94,0.098,113847.86,4.82,menengah
85bedf76,usr-0046,makanan,teller,18,28183.16,0.13,441207.28,3.31,menengah
2234ce33,usr-0131,makanan,mobile,10,65501.77,0.227,506363.13,0.49,menengah
b4768289,usr-0134,elektronik,web,16,329847.38,0.02,5170062.66,1.6,tinggi
6c13b453,usr-0106,fashion,web,3,477329.78,0.292,1014284.03,3.45,tinggi
02006201,usr-0102,makanan,mobile,16,75069.98,0.019,1178724.71,4.22,tinggi
d783e8ea,usr-0030,olahraga,web,18,767134.46,0.244,10434895.59,4.54,tinggi
341ccff8,usr-0165,makanan,web,8,32064.27,0.205,203914.26,0.34,menengah
37ef43b1,usr-0040,olahraga,web,16,181796.12,0.066,2717633.11,2.4,tinggi
b5cb2e54,usr-0131,fashion,atm,11,293762.63,0.19,2616458.3,4.02,tinggi
c578bfa6,usr-0011,makanan,teller,1,108705.26,0.209,85970.92,5.55,rendah
7b60d561,usr-0021,fashion,mobile,7,214753.0,0.147,1281629.43,3.56,tinggi
20c2045d,usr-0138,otomotif,atm,17,2197157.94,0.049,35511974.3,2.21,tinggi
f1e1d4be,usr-0052,elektronik,atm,9,945328.4,0.153,7203993.25,1.68,tinggi
39aa6638,usr-0167,otomotif,atm,11,791544.87,0.269,6361517.23,3.99,tinggi
08b675e6,usr-0198,makanan,teller,1,80692.93,0.29,57266.12,6.75,rendah
01a12834,usr-0053,kesehatan,web,6,117260.06,0.116,621781.58,1.16,menengah
885eff48,usr-0014,fashion,atm,7,543326.08,0.245,2870116.41,3.67,tinggi
be37ac58,usr-0007,olahraga,web,19,817654.89,0.253,11603909.4,2.25,tinggi
597f7a74,usr-0185,makanan,mobile,7,128698.4,0.258,668362.73,2.14,menengah
2b1eeeb0,usr-0126,kesehatan,atm,15,444086.06,0.181,5458635.47,1.74,tinggi
ed6ceb36,usr-0008,kesehatan,atm,8,104127.8,0.032,806216.98,0.1,menengah
1cc87605,usr-0098,otomotif,mobile,1,2293574.23,0.279,1653557.32,3.1,tinggi
29e0a3d4,usr-0109,olahraga,web,4,190153.38,0.065,711483.52,1.99,menengah
8991f8d4,usr-0009,olahraga,atm,3,359984.01,0.196,868186.62,3.04,menengah
80b2f67b,usr-0053,elektronik,atm,5,578407.07,0.279,2085048.38,8.88,tinggi
9b6e9f85,usr-0117,elektronik,mobile,16,468226.61,0.034,7238588.41,7.28,tinggi
d4b9934c,usr-0178,otomotif,atm,9,445117.9,0.169,3329160.14,0.73,tinggi
a1425e0b,usr-0111,fashion,web,3,298769.47,0.113,794821.64,0.47,menengah
d1069633,usr-0017,kesehatan,teller,6,439840.17,0.173,2182412.48,0.54,tinggi
4d59d2ec,usr-0049,makanan,atm,16,50337.33,0.08,740816.22,6.75,menengah
257f8f7b,usr-0112,fashion,teller,1,597918.73,0.013,590004.12,5.68,menengah
9ebbcd08,usr-0023,otomotif,teller,8,1831138.65,0.223,11385906.0,2.94,tinggi
cb514b1c,usr-0096,otomotif,atm,15,2041428.4,0.163,25618582.5,3.8,tinggi
76455d2b,usr-0103,olahraga,web,11,701396.22,0.104,6912680.86,1.82,tinggi
40b36241,usr-0127,makanan,teller,12,120914.16,0.044,1386706.54,6.76,tinggi
cb8938b4,usr-0036,olahraga,teller,12,871039.81,0.026,10181406.65,2.61,tinggi
